index,Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
633297,500 5th Av,Aid Response,07/28/2017 12:35:00 PM +0000,47.602985,-122.328535,"(47.602985, -122.328535)",F170076262
637045,3027 Cascadia Av S,Aid Response,08/09/2017 05:30:00 PM +0000,47.57708,-122.28465,"(47.57708, -122.28465)",F170081626
160973,11 W Aloha St,Medic Response,07/23/2012 02:39:00 PM +0000,47.627192,-122.35682299999999,"(47.627192, -122.356823)",F120067812
420390,1522 Post Al,Medic Response,05/20/2015 05:17:00 AM +0000,47.608981,-122.34093899999999,"(47.608981, -122.340939)",F150054182
69391,9242 35th Av Sw,Unk Odor,01/01/2011 10:37:00 AM +0000,47.52069,-122.376774,"(47.52069, -122.376774)",F110000141
334747,2717 Dexter Av N,Medic Response,07/01/2014 02:27:00 PM +0000,47.644371,-122.34691299999999,"(47.644371, -122.346913)",F140068480
160429,4062 Letitia Av S,Medic Response,07/21/2012 07:28:00 AM +0000,47.566772,-122.28988700000001,"(47.566772, -122.289887)",F120067022
205561,Brooklyn Av Ne / Ne 41st St,Aid Response,01/25/2013 01:44:00 AM +0000,47.656848,-122.314402,"(47.656848, -122.314402)",F130008394
95796,2008 Westlake Av,Aid Response,08/07/2010 07:27:00 AM +0000,47.615007,-122.337781,0,0
706525,8631 39th Av S,Wires Down,04/14/2018 04:35:00 AM +0000,47.525735,-122.28368999999999,"(47.525735, -122.28369)",F180037130
96452,920 N 74th St,Medic Response,08/04/2010 07:48:00 AM +0000,47.682569,-122.34624,0,0
263339,5000 Renton Av S,Aid Response,09/09/2013 04:34:00 AM +0000,47.556616,-122.288822,"(47.556616, -122.288822)",F130091209
391118,756 John St,Aid Response,01/26/2015 06:17:00 PM +0000,47.619719,-122.342229,"(47.619719, -122.342229)",F150009486
391899,11100 Roosevelt Way Ne,Aid Response,01/30/2015 04:01:00 AM +0000,47.709352,-122.31786399999999,"(47.709352, -122.317864)",F150010833
195043,720 Olive Way,Aid Response,12/12/2012 03:17:00 AM +0000,47.613690000000005,-122.334946,"(47.61369, -122.334946)",F120117584
337921,7125 Fauntleroy Way Sw,Aid Response,07/11/2014 06:04:00 PM +0000,47.539419,-122.39081599999999,"(47.539419, -122.390816)",F140073092
392212,38th Av S / S Myrtle St,Aid Response,01/30/2015 09:20:00 PM +0000,47.538882,-122.284099,"(47.538882, -122.284099)",F150011084
180925,4639 S Austin St,Trans to AMR,10/11/2012 02:53:00 PM +0000,47.534702,-122.274798,"(47.534702, -122.274798)",F120096986
427731,10515 35th Av Ne,Aid Response,06/13/2015 11:16:00 PM +0000,47.704886,-122.290872,"(47.704886, -122.290872)",F150064592
643395,400 Pine St,Aid Response,08/30/2017 09:19:00 PM +0000,47.611207,-122.33759199999999,"(47.611207, -122.337592)",F170090008
649587,9262 Rainier Av S,Aid Response,09/19/2017 12:52:00 PM +0000,47.519853000000005,-122.26836399999999,"(47.519853, -122.268364)",F170097707
41857,318 2nd Av Et  S,Aid Response,05/19/2011 10:54:00 AM +0000,47.600194,-122.330541,"(47.600194, -122.330541)",F110043310
200410,9621 58th Av S,Aid Response,01/03/2013 04:05:00 AM +0000,47.516453999999996,-122.26080400000001,"(47.516454, -122.260804)",F130000685
31161,7049 16th Av Ne,Aid Response,07/26/2011 08:21:00 PM +0000,47.679702,-122.310938,"(47.679702, -122.310938)",F110067913
585798,8732 Rainier Av S,Aid Response,12/31/2016 12:34:00 AM +0000,47.525216,-122.26998400000001,"(47.525216, -122.269984)",F160143590
95325,610 Harvard Av E,Auto Fire Alarm,08/09/2010 07:26:00 AM +0000,47.624349,-122.32198899999999,0,0
700358,Eastern Av N / N 40th St,Aid Response,03/21/2018 02:55:00 PM +0000,47.655558,-122.329051,"(47.655558, -122.329051)",F180028968
617386,9455 27th Av Sw,Automatic Medical Alarm,06/04/2017 01:14:00 PM +0000,47.518178000000006,-122.367277,"(47.518178, -122.367277)",F170055007
543596,3551 Sw Ida St,Aid Response,08/02/2016 07:30:00 PM +0000,47.53411,-122.377292,"(47.53411, -122.377292)",F160088767
510784,12505 Greenwood Av N,Aid Response,04/09/2016 09:48:00 PM +0000,47.719638,-122.355539,"(47.719638, -122.355539)",F160039946
75956,3003 Ne 75th St,Medic Response,11/29/2010 10:32:00 PM +0000,47.683048,-122.295852,"(47.683048, -122.295852)",0
11260,421 1ST AV S,Medic Response,10/02/2011 08:51:00 AM +0000,47.599009,-122.334189,0,F110091809
658823,1539 S Dawson St,Medic Response,10/23/2017 02:47:00 PM +0000,47.555623,-122.312878,"(47.555623, -122.312878)",F170110293
518161,8504 Wallingford Av N,Auto Fire Alarm,05/09/2016 03:37:00 AM +0000,47.690519,-122.33644,"(47.690519, -122.33644)",F160052678
102385,Nb I5 Exp Fr Mercer,Motor Vehicle Accident Freeway,07/05/2010 02:00:00 AM +0000,47.628157,-122.32805,0,0
46496,5228 25th Av Sw,Medic Response,04/27/2011 09:58:00 PM +0000,47.55493,-122.36428500000001,"(47.55493, -122.364285)",F110036402
213905,547 Ne 127th St,Medic Response,03/01/2013 03:00:00 PM +0000,47.721292,-122.32200300000001,"(47.721292, -122.322003)",F130020405
753915,1046 1st Av S,Auto Fire Alarm,09/23/2018 11:40:00 AM +0000,47.593232,-122.334194,"(47.593232, -122.334194)",F180100768
718538,3rd Av / Madison St,Aid Response,05/26/2018 02:53:00 PM +0000,47.605624,-122.334019,"(47.605624, -122.334019)",F180053807
301241,860 Terry Av N,Aid Response,02/16/2014 05:54:00 AM +0000,47.627367,-122.337108,"(47.627367, -122.337108)",F140017093
709011,4749 University Way Ne,Medic Response,04/23/2018 04:02:00 AM +0000,47.663383,-122.313097,"(47.663383, -122.313097)",F180040173
382999,747 N 135th St,Aid Response,12/24/2014 06:24:00 PM +0000,47.726864,-122.34801200000001,"(47.726864, -122.348012)",F140139312
633494,1521 Nw 54th St,Rescue Elevator,07/28/2017 02:58:00 PM +0000,47.667891,-122.37648600000001,"(47.667891, -122.376486)",F170076319
5311,5215 46th Av S,Auto Fire Alarm,10/15/2011 10:54:00 PM +0000,47.555096999999996,-122.27537,0,F110096173
69769,2005 Broadway E,Automatic Fire Alarm Resd,12/31/2010 01:51:00 AM +0000,47.637279,-122.32135600000001,"(47.637279, -122.321356)",F100120141
43045,3008 NE 127TH ST,Aid Response,05/14/2011 03:35:00 AM +0000,47.721092,-122.296158,"(47.721092, -122.296158)",F110041579
10027,Lake City Way Ne / Ne 137th St,Aid Response,10/03/2011 12:51:00 PM +0000,47.728288,-122.29225,0,F110092032
237733,13257 3rd Av Nw,Illegal Burn,06/05/2013 12:38:00 AM +0000,47.725483000000004,-122.360946,"(47.725483, -122.360946)",F130054323
257884,6334 Rainier Av S,Aid Response,08/19/2013 07:59:00 AM +0000,47.54586,-122.275769,"(47.54586, -122.275769)",F130083416
753265,5427 Beach Dr Sw,Aid Response,09/21/2018 05:07:00 PM +0000,47.553979,-122.399267,"(47.553979, -122.399267)",F180100161
688489,800 S Cloverdale St,Medic Response,02/07/2018 03:04:00 AM +0000,47.526465,-122.32291599999999,"(47.526465, -122.322916)",F180013657
466188,1265 S Main St,Medic Response,10/26/2015 09:21:00 PM +0000,47.600008,-122.31553899999999,"(47.600008, -122.315539)",F150123166
509456,2614 4th Av,Medic Response,04/09/2016 09:00:00 AM +0000,47.617315999999995,-122.347229,"(47.617316, -122.347229)",F160039731
484945,11302 12th Av Ne,Aid Response,01/04/2016 07:03:00 PM +0000,47.710436,-122.315192,"(47.710436, -122.315192)",F160001382
331110,1425 4th Av,Automatic Fire Alarm False,06/17/2014 08:10:00 PM +0000,47.609464,-122.33599699999999,"(47.609464, -122.335997)",F140062850
771989,1752 Nw 62nd St,Activated CO Detector,11/30/2018 08:24:00 PM +0000,47.673823,-122.37943700000001,"(47.673823, -122.379437)",F180125621
771741,1010 Valley St,Aid Response,11/28/2018 04:55:00 PM +0000,47.625789000000005,-122.336998,"(47.625789, -122.336998)",F180124873
440011,4727 Denver Av S,Auto Fire Alarm,07/28/2015 11:44:00 PM +0000,47.561555,-122.33464099999999,"(47.561555, -122.334641)",F150084804
86517,500 Pine St,Auto Fire Alarm,09/29/2010 07:54:00 AM +0000,47.611672,-122.33648400000001,0,0
645682,4412 Rainier Av S,Aid Response,09/06/2017 08:49:00 PM +0000,47.563939000000005,-122.28814299999999,"(47.563939, -122.288143)",F170092816
116486,1706 Nw Market St,Aid Response,01/11/2012 01:54:00 AM +0000,47.668671,-122.37895900000001,"(47.668671, -122.378959)",F120002901
660310,122 S Washington St,Aid Response,10/29/2017 07:15:00 PM +0000,47.600883,-122.333584,"(47.600883, -122.333584)",F170112642
257654,3402 Nw 64th St,Aid Response,08/18/2013 11:49:00 AM +0000,47.67485,-122.401082,"(47.67485, -122.401082)",F130083092
397388,8502 Aurora Av N,Aid Response,02/22/2015 04:58:00 PM +0000,47.69057,-122.344522,"(47.69057, -122.344522)",F150019714
457360,1417 3rd Av,Aid Response,09/25/2015 03:03:00 AM +0000,47.608918,-122.337033,"(47.608918, -122.337033)",F150110150
36369,3rd Av / Pine St,Aid Response,06/17/2011 08:52:00 PM +0000,47.610743,-122.338702,"(47.610743, -122.338702)",F110053786
664968,4544 7th Av Ne,Aid Response,11/15/2017 04:54:00 AM +0000,47.662003999999996,-122.320724,"(47.662004, -122.320724)",F170118697
139314,2519 1st Av,Electrical Problem,04/24/2012 12:42:00 AM +0000,47.614798,-122.348918,"(47.614798, -122.348918)",F120036367
113713,4846 51st Av Sw,Illegal Burn,12/28/2011 03:31:00 AM +0000,47.558684,-122.397623,"(47.558684, -122.397623)",F110119008
79019,326 30th Av S,Medic Response,11/15/2010 10:12:00 PM +0000,47.599977,-122.29378700000001,0,0
403018,9309 Aurora Av N,Medic Response,03/16/2015 03:39:00 AM +0000,47.696419,-122.34459199999999,"(47.696419, -122.344592)",F150028319
644020,5th Av / Pine St,Aid Response,09/01/2017 11:11:00 PM +0000,47.611672,-122.33648400000001,"(47.611672, -122.336484)",F170090836
359988,5433 Leary Av Nw,Aid Response,09/29/2014 01:35:00 AM +0000,47.668015000000004,-122.38371200000002,"(47.668015, -122.383712)",F140106151
86598,2209 1st Av,Aid Response,09/29/2010 07:30:00 AM +0000,47.612669,-122.34531899999999,0,0
487935,E Olive Way / Bellevue Av,Aid Response,01/15/2016 05:20:00 PM +0000,47.617077,-122.32682,"(47.617077, -122.32682)",F160005834
538004,9th Av / Columbia St,Aid Response,07/15/2016 04:18:00 AM +0000,47.606982,-122.32605600000001,"(47.606982, -122.326056)",F160081683
136892,12507 Greenwood Av N,Automatic Medical Alarm,04/12/2012 08:01:00 PM +0000,47.719656,-122.355539,"(47.719656, -122.355539)",F120032609
33202,318 2nd Av Et  S,Medic Response,07/05/2011 02:22:00 AM +0000,47.600194,-122.330541,"(47.600194, -122.330541)",F110060248
478030,1st Av / Cedar St,Aid Response,12/08/2015 08:43:00 PM +0000,47.615802,-122.35061599999999,"(47.615802, -122.350616)",F150140343
202867,1811 10th Av W,Aid Response,01/13/2013 02:32:00 PM +0000,47.634865000000005,-122.37036599999999,"(47.634865, -122.370366)",F130004635
566670,Ne 137th St / Lake City Way Ne,Aid Response,10/23/2016 01:13:00 PM +0000,47.728288,-122.29225,"(47.728288, -122.29225)",F160119437
73259,1700 17th Av,Aid Response,12/12/2010 07:14:00 PM +0000,47.616443,-122.310151,"(47.616443, -122.310151)",F100114462
381978,6200 Corson Av S,Aid Response,12/22/2014 03:48:00 PM +0000,47.547503000000006,-122.32143899999998,"(47.547503, -122.321439)",F140138491
689215,823 W Fulton St,Aid Response,02/08/2018 08:12:00 PM +0000,47.645859,-122.36841299999999,"(47.645859, -122.368413)",F180014322
329242,318 2nd Av Et  S,Medic Response,06/10/2014 04:37:00 AM +0000,47.6002,-122.330547,"(47.6002, -122.330547)",F140059800
8147,13029 Corliss Av N,Aid Response,10/04/2011 03:35:00 AM +0000,47.723358000000005,-122.33155,0,F110092389
104596,7343 35th Av S,Medic Response,11/15/2011 06:08:00 AM +0000,47.536379,-122.288523,"(47.536379, -122.288523)",F110105827
332008,4502 42nd Av Sw,Auto Fire Alarm,06/21/2014 07:58:00 PM +0000,47.562857,-122.38545500000001,"(47.562857, -122.385455)",F140064478
381435,3307 S Orcas St,Hang-Up- Aid,12/18/2014 03:20:00 PM +0000,47.551043,-122.290397,"(47.551043, -122.290397)",F140137056
365473,722 N 143rd St,Aid Response,10/20/2014 02:49:00 AM +0000,47.732314,-122.350182,"(47.732314, -122.350182)",F140114633
12357,201 Garfield St,Auto Fire Alarm,10/01/2011 08:28:00 PM +0000,47.633163,-122.353202,0,F110091610
227099,3001 S Myrtle St,Aid Response,04/24/2013 06:29:00 AM +0000,47.538902,-122.293225,"(47.538902, -122.293225)",F130039057
467286,7737 Earl Av Nw,Aid Response,10/30/2015 04:02:00 AM +0000,47.685163,-122.391921,"(47.685163, -122.391921)",F150124477
423891,12300 33rd Av Ne,Aid Response,05/31/2015 07:56:00 PM +0000,47.717343,-122.292781,"(47.717343, -122.292781)",F150058803
241560,510 N 41st St,Aid Response,06/18/2013 07:09:00 PM +0000,47.656671,-122.35194399999999,"(47.656671, -122.351944)",F130059531
523466,9500 Rainier Av S,Aid Response,05/24/2016 02:49:00 PM +0000,47.520264000000005,-122.261582,"(47.520264, -122.261582)",F160059087
697881,4740 21st Av Ne,Aid Response,03/14/2018 03:52:00 AM +0000,47.663315000000004,-122.305458,"(47.663315, -122.305458)",F180025938
68993,6900 37th Av S,Auto Fire Alarm,01/03/2011 07:40:00 AM +0000,47.540556,-122.286111,"(47.540556, -122.286111)",F110000713
590029,1732 16th Av,Trans to AMR,02/27/2017 09:14:00 AM +0000,47.616815,-122.311453,"(47.616815, -122.311453)",F170020285
662203,6th Av Nw / Holman Rd Nw,Aid Response,11/03/2017 03:24:00 PM +0000,47.701055,-122.36339199999999,"(47.701055, -122.363392)",F170114329
514871,7043 17th Av Ne,Aid Response Yellow,04/23/2016 05:42:00 PM +0000,47.679676,-122.30986599999999,"(47.679676, -122.309866)",F160045880
114837,450 Ne 100th St,Aid Response,01/02/2012 03:21:00 PM +0000,47.701329,-122.32368400000001,"(47.701329, -122.323684)",F120000415
135687,1201 Alaskan Way,Auto Fire Alarm,04/07/2012 03:13:00 PM +0000,47.605178,-122.339773,"(47.605178, -122.339773)",F120030826
148649,1519 5th Av W,Medic Response,06/02/2012 11:56:00 AM +0000,47.632548,-122.36370500000001,"(47.632548, -122.363705)",F120049708
38401,3621 41st Av W,Automatic Fire Alarm Resd,06/03/2011 09:51:00 PM +0000,47.652619,-122.40999,"(47.652619, -122.40999)",F110048944
729560,SB I5 EXP FR LAKE CITY,Medic Response Freeway,07/02/2018 05:39:00 AM +0000,47.682137,-122.318804,"(47.682137, -122.318804)",F180067934
281013,450 Ne 100th St,Aid Response,11/24/2013 10:22:00 PM +0000,47.701329,-122.32368400000001,"(47.701329, -122.323684)",F130118114
718520,11023 8th Av Ne,Aid Response,05/25/2018 11:58:00 AM +0000,47.708738000000004,-122.32056499999999,"(47.708738, -122.320565)",F180053399
666361,2030 3rd Av,Medic Response,11/18/2017 08:10:00 PM +0000,47.612626,-122.341277,"(47.612626, -122.341277)",F170121119
579929,111 Ne 45th St,Aid Response,12/09/2016 08:21:00 PM +0000,47.661359000000004,-122.328148,"(47.661359, -122.328148)",F160135817
703250,Rainier Av S / M L King Jr Way S,Aid Response,04/01/2018 06:01:00 PM +0000,47.576359000000004,-122.29663000000001,"(47.576359, -122.29663)",F180032761
530921,520 S Main St,Medic Response,06/20/2016 12:41:00 AM +0000,47.600034,-122.327396,"(47.600034, -122.327396)",F160071427
55279,6664 Corson Av S,Medic Response,03/16/2011 03:27:00 AM +0000,47.543807,-122.32263,"(47.543807, -122.32263)",F110023003
460449,2109 Nw 90th St,Aid Response,10/05/2015 06:05:00 PM +0000,47.694641,-122.382908,"(47.694641, -122.382908)",F150114468
181071,9347 52nd Av S,Medic Response,10/14/2012 11:51:00 AM +0000,47.519009000000004,-122.26738799999998,"(47.519009, -122.267388)",F120097894
148291,200 2nd Av N,Aid Response,06/01/2012 03:42:00 AM +0000,47.619759,-122.35283000000001,"(47.619759, -122.35283)",F120049240
591562,2307 24th Av E,Aid Response,03/03/2017 07:24:00 PM +0000,47.639575,-122.30208,"(47.639575, -122.30208)",F170021816
56565,1118 5th Av,Auto Fire Alarm,03/09/2011 09:25:00 AM +0000,47.60739,-122.33256399999999,"(47.60739, -122.332564)",F110020767
513013,5350 Tallman Av Nw,Aid Response,04/19/2016 03:12:00 PM +0000,47.667604,-122.380468,"(47.667604, -122.380468)",F160043866
582757,Ne 80th St / Roosevelt Way Ne,MVI - Motor Vehicle Incident,12/20/2016 09:25:00 AM +0000,47.686732,-122.317553,"(47.686732, -122.317553)",F160139773
42567,950 N 85th St,Aid Response,05/16/2011 06:05:00 AM +0000,47.690569,-122.346529,"(47.690569, -122.346529)",F110042287
309085,11301 3rd Av Ne,Aid Response,03/21/2014 03:18:00 PM +0000,47.71049,-122.326004,"(47.71049, -122.326004)",F140028423
695575,1812 N 57th St,Aid Response,03/03/2018 08:54:00 AM +0000,47.6709,-122.336055,"(47.6709, -122.336055)",F180022170
685198,5036 25th Av Ne,Aid Response,01/25/2018 10:30:00 PM +0000,47.665668,-122.300628,"(47.665668, -122.300628)",F180009398
460716,10001 57th Av S,Aid Response,10/06/2015 05:08:00 PM +0000,47.511868,-122.262064,"(47.511868, -122.262064)",F150114855
733240,901 Rainier Av S,Trans to AMR,07/13/2018 10:34:00 AM +0000,47.594356,-122.310367,"(47.594356, -122.310367)",F180072529
143155,22nd Av / E James St,Aid Response,05/10/2012 04:05:00 AM +0000,47.606877000000004,-122.30378400000001,"(47.606877, -122.303784)",F120041804
224224,1501 4th Av,Medic Response,04/12/2013 06:29:00 PM +0000,47.610214,-122.33668300000001,"(47.610214, -122.336683)",F130034837
437030,9009 Greenwood Av N,Aid Response,07/15/2015 01:39:00 AM +0000,47.69429,-122.35533999999998,"(47.69429, -122.35534)",F150078587
662650,5311 Phinney Av N,Aid Response,11/04/2017 04:51:00 AM +0000,47.667142999999996,-122.35441999999999,"(47.667143, -122.35442)",F170114556
431699,11301 3rd Av Ne,Trans to AMR,06/28/2015 01:21:00 AM +0000,47.71049,-122.326004,"(47.71049, -122.326004)",F150070618
365220,2001 E Yesler Way,Rescue Lock In/Out,10/19/2014 08:27:00 AM +0000,47.601673999999996,-122.306339,"(47.601674, -122.306339)",F140114340
225943,3815 Ne 113th St,Aid Response,04/19/2013 05:14:00 PM +0000,47.710146,-122.287821,"(47.710146, -122.287821)",F130037387
338201,N 85th St / Densmore Av N,Motor Vehicle Accident,07/12/2014 02:30:00 AM +0000,47.690512,-122.337953,"(47.690512, -122.337953)",F140073298
312676,127 22nd Av,Aid Response,04/05/2014 04:51:00 PM +0000,47.602211,-122.30373600000001,"(47.602211, -122.303736)",F140033947
703909,26th Av Sw / Sw Barton St,Aid Response,04/03/2018 04:17:00 PM +0000,47.521021999999995,-122.365894,"(47.521022, -122.365894)",F180033408
711442,2008 Westlake Av,Trans to AMR,05/06/2018 09:21:00 AM +0000,47.615007,-122.337781,"(47.615007, -122.337781)",F180045017
616173,521 S Weller St,Aid Response,06/01/2017 12:45:00 PM +0000,47.597516999999996,-122.327395,"(47.597517, -122.327395)",F170053788
337390,815 Ne 65th St,Illegal Burn,07/11/2014 05:40:00 AM +0000,47.67585,-122.319846,"(47.67585, -122.319846)",F140072947
8724,200 S Lander St,1RED 1 Unit,10/03/2011 08:29:00 PM +0000,47.579812,-122.331643,0,F110092260
636054,8801 Aurora Av N,Aid Response,08/05/2017 03:20:00 AM +0000,47.692737,-122.344548,"(47.692737, -122.344548)",F170079675
332852,333 Dexter Av N,Aid Response,06/24/2014 12:09:00 AM +0000,47.621269,-122.34237900000001,"(47.621269, -122.342379)",F140065364
49292,3821 S Thistle St,Medic Response,04/14/2011 10:12:00 AM +0000,47.527874,-122.284567,"(47.527874, -122.284567)",F110032166
175153,9728 Greenwood Av N,Medic Response,09/17/2012 06:39:00 PM +0000,47.699699,-122.355397,"(47.699699, -122.355397)",F120088631
243233,5402 39th Av W,Aid Response Yellow,06/25/2013 03:40:00 AM +0000,47.667766,-122.40903700000001,"(47.667766, -122.409037)",F130061923
492436,607 3rd Av,Auto Fire Alarm,02/02/2016 10:09:00 PM +0000,47.602813,-122.33144899999999,"(47.602813, -122.331449)",F160012612
631445,204 Ne 94th St,Trans to AMR,07/23/2017 01:56:00 AM +0000,47.69681,-122.327101,"(47.69681, -122.327101)",F170074150
85400,Aurora Av N / N 46th St,Aid Response,10/04/2010 08:00:00 AM +0000,47.662127000000005,-122.347248,0,0
595293,300 Ne Northgate Way,Rescue Elevator,03/17/2017 04:51:00 PM +0000,47.708611,-122.32595500000001,"(47.708611, -122.325955)",F170026623
129255,8151 7th Av Sw,Aid Response,03/09/2012 11:45:00 PM +0000,47.530101,-122.344219,"(47.530101, -122.344219)",F120021650
575665,1028 Ne 114th St,Aid Response,11/22/2016 09:11:00 PM +0000,47.711388,-122.31652,"(47.711388, -122.31652)",F160130054
472530,1722 NW MARKET ST,Aid Response,11/18/2015 09:32:00 PM +0000,47.668671,-122.379199,"(47.668671, -122.379199)",F150132445
610058,6200 33rd Av Ne,Aid Response,05/10/2017 07:47:00 AM +0000,47.673981,-122.292203,"(47.673981, -122.292203)",F170045529
749155,526 1st Av S,Auto Fire Alarm,09/05/2018 09:31:00 AM +0000,47.597475,-122.33419099999999,"(47.597475, -122.334191)",F180094238
49306,607 3rd Av,Aid Response,04/14/2011 07:16:00 AM +0000,47.602813,-122.33144899999999,"(47.602813, -122.331449)",F110032147
745665,300 Pine St,Auto Fire Alarm,08/24/2018 05:38:00 PM +0000,47.610743,-122.338702,"(47.610743, -122.338702)",F180090090
768013,7102 Woodlawn Av Ne,Medic Response,11/13/2018 06:58:00 PM +0000,47.679806,-122.324541,"(47.679806, -122.324541)",F180119834
81615,122 N 83rd St,Fuel Spill,10/22/2010 09:00:00 AM +0000,47.689112,-122.357679,0,0
302687,1530 3rd Av,Aid Response,02/22/2014 03:37:00 PM +0000,47.610044,-122.33806200000001,"(47.610044, -122.338062)",F140019283
49226,1318 E Remington Ct,4RED - 2 + 1 + 1,04/14/2011 06:35:00 PM +0000,47.605561,-122.31523500000002,"(47.605561, -122.315235)",F110032269
548975,624 S Washington St,Bark Fire,08/20/2016 07:22:00 AM +0000,47.600869,-122.325702,"(47.600869, -122.325702)",F160095921
432205,2121 26th Av S,Aid Response,06/29/2015 06:13:00 PM +0000,47.584234,-122.299024,"(47.584234, -122.299024)",F150071351
170420,1026 Ne 64th St,Aid Response,08/30/2012 01:03:00 AM +0000,47.674979,-122.31713899999998,"(47.674979, -122.317139)",F120081812
466927,Stone Av N / N 107th St,Aid Response,10/29/2015 12:46:00 PM +0000,47.706886,-122.34203600000001,"(47.706886, -122.342036)",F150124138
180932,6th Av S / S Forest St,Motor Vehicle Accident,10/11/2012 11:01:00 PM +0000,47.577725,-122.325978,"(47.577725, -122.325978)",F120097117
35065,4th Av / Marion St,Aid Response,06/26/2011 08:37:00 PM +0000,47.605374,-122.33225700000001,"(47.605374, -122.332257)",F110057356
200662,7500 Seward Park Av S,Medic Response,01/04/2013 08:10:00 PM +0000,47.535387,-122.267284,"(47.535387, -122.267284)",F130001186
703870,13000 Lake City Way Ne,Aid Response,04/02/2018 10:52:00 PM +0000,47.722899,-122.293194,"(47.722899, -122.293194)",F180033153
